,name,size,monster_type,alignment,ac,hp,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,senses,languages,cr,str_save,dex_save,con_save,int_save,wis_save,cha_save,speed,swim,fly,climb,burrow,number_legendary_actions,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,info,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,legend_action_1,legend_action_2,legend_action_3,legend_action_4,legend_action_5
306,Will-O'-Wisp,Tiny,Undead,chaotic evil,19,22,1,-5,28,9,10,0,13,1,14,2,11,0,"Darkvision 120 ft., passive Perception 12",the languages it knew in life,2,,,,,,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Consume Life. As a bonus action, the will-o’-wisp can target one creature it can see within 5 feet of it that has 0 hit points and is still alive. The target must succeed on a DC 10 Constitution saving throw against this magic or die. If the target dies, the will-o’-wisp regains 10 (3d6) hit points. | Ephemeral. The will-o’-wisp can’t wear or carry anything. | Incorporeal Movement. The will-o’-wisp can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object. | Variable Illumination. The will-o’-wisp sheds bright light in a 5- to 20-foot radius and dim light for an additional number of feet equal to the chosen radius. The will-o’-wisp can alter the radius as a bonus action.","Shock. Melee Spell Attack: +4 to hit, reach 5 ft., one creature. Hit: (2d8) lightning damage.","Invisibility. The will-o’-wisp and its light magically become invisible until it attacks or uses its Consume Life, or until its concentration ends (as if concentrating on a spell).",,,,,,,,,,,,,
307,Winter Wolf,Large,Monstrosity,neutral evil,13,75,18,4,13,1,14,2,7,-2,12,1,8,-1,passive Perception 15,"Common, Giant, Winter Wolf",3,,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keen Hearing and Smell. The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pack Tactics. The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 ft. of the creature and the ally isn't incapacitated. | Snow Camouflage. The wolf has advantage on Dexterity (Stealth) checks made to hide in snowy terrain.,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (2d6 + 4) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone","Cold Breath (Recharge 5-6). The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 18 (4d8) cold damage on a failed save, or half as much damage on a successful one.",,,,,,,,,,,,,
308,Wolf,Medium,Beast,unaligned,13,11,12,1,15,2,12,1,3,-4,12,1,6,-2,passive Perception 13,,1/4,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keen Hearing and Smell. The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pack Tactics. The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 ft. of the creature and the ally isn't incapacitated.,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: (2d4 + 2) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone",,,,,,,,,,,,,,
309,Worg,Large,Monstrosity,neutral evil,13,26,16,3,13,1,13,1,7,-2,11,0,8,-1,"Darkvision 60 Ft., passive Perception 14","Goblin, Worg",1/2,,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keen Hearing and Smell. The worg has advantage on Wisdom (Perception) checks that rely on hearing or smell.,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (2d6 + 3) piercing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone",,,,,,,,,,,,,,
310,Wraith,Medium,Undead,neutral evil,13,67,6,-2,16,3,16,3,12,1,14,2,15,2,"Darkvision 60 Ft., passive Perception 12",The Languages It Knew In Life,5,,,,,,,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Incorporeal Movement. The wraith can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object. | Sunlight Sensitivity. While in sunlight, the wraith has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.","Life Drain. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: (4d8 + 3) necrotic damage. The target must succeed on a DC 14 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0",Create Specter. The wraith targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a specter in the space of its corpse or in the nearest unoccupied space. The specter is under the wraith's control. The wraith can have no more than seven specters under its control at one time.,,,,,,,,,,,,,
311,Wyvern,Large,Dragon,unaligned,13,110,19,4,10,0,16,3,5,-3,12,1,6,-2,"Darkvision 60 Ft., passive Perception 14",,6,,,,,,,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Multiattack. The wyvern makes two attacks: one with its bite and one with its stinger. While flying, it can use its claws in place of one other attack.","Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: (2d6 + 4) piercing damage.","Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d8 + 4) slashing damage.","Stinger. Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: (2d6 + 4) piercing damage plus (7d6)poison damage. The target must make a DC 15 Constitution saving throw, taking the poison damage on a failed save, or half as much damage on a successful one.",,,,,,,,,,,
312,Xorn,Medium,Elemental,neutral,19,73,17,3,10,0,22,6,11,0,10,0,11,0,"Darkvision 60 Ft., Tremorsense 60 Ft., passive Perception 16",Terran,5,,,,,,,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,"Earth Glide. The xorn can burrow through nonmagical, unworked earth and stone. While doing so, the xorn doesn't disturb the material it moves through. | Stone Camouflage. The xorn has advantage on Dexterity (Stealth) checks made to hide in rocky terrain. | Treasure Sense. The xorn can pinpoint, by scent, the location of precious metals and stones, such as coins and gems, within 60 ft. of it.",Multiattack. The xorn makes three claw attacks and one bite attack.,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (3d6 + 3) piercing damage.","Claw. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (1d6 + 3) slashing damage.",,,,,,,,,,,,
313,Young Black Dragon,Large,Dragon,chaotic evil,18,127,19,4,14,2,17,3,12,1,11,0,15,2,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 16","Common, Draconic",7,,+5,+6,,+3,+5,40,40,80,0,0,0,0,6,5,0,0,0,0,0,0,0,0,Amphibious. The dragon can breathe air and water.,Multiattack. The dragon makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: (2d10 + 4) piercing damage plus (1d8)acid damage.","Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d6 + 4) slashing damage.","Acid Breath (Recharge 5-6). The dragon exhales acid in a 30-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 49 (11d8) acid damage on a failed save, or half as much damage on a successful one.",,,,,,,,,,,
314,Young Blue Dragon,Large,Dragon,lawful evil,18,152,21,5,10,0,19,4,14,2,13,1,17,3,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 19","Common, Draconic",9,,+4,+8,,+5,+7,40,0,80,0,40,0,0,9,4,0,0,0,0,0,0,0,0,,Multiattack. The dragon makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: (2d10 + 5) piercing damage plus (1d10)lightning damage.","Claw. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: (2d6 + 5) slashing damage.","Lightning Breath (Recharge 5-6). The dragon exhales lightning in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.",,,,,,,,,,,
315,Young Brass Dragon,Large,Dragon,chaotic good,17,110,19,4,10,0,17,3,12,1,11,0,15,2,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 16","Common, Draconic",6,,+3,+6,,+3,+5,40,0,80,0,20,0,0,6,3,5,0,0,0,0,0,0,0,,Multiattack. The dragon makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: (2d10 + 4) piercing damage.","Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d6 + 4) slashing damage.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.,"Fire Breath. The dragon exhales fire in a 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 42 (12d6) fire damage on a failed save, or half as much damage on a successful one.",Sleep Breath. The dragon exhales sleep gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw or fall unconscious for 5 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.,,,,,,,,,
316,Young Bronze Dragon,Large,Dragon,lawful good,18,142,21,5,10,0,19,4,14,2,13,1,17,3,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 17","Common, Draconic",8,,+3,+7,,+4,+6,40,40,80,0,0,0,0,7,3,0,4,0,0,0,0,0,0,Amphibious. The dragon can breathe air and water.,Multiattack. The dragon makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: (2d10 + 5) piercing damage.","Claw. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: (2d6 + 5) slashing damage.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.,"Lightning Breath. The dragon exhales lightning in a 60-foot line that is 5 feet wide. Each creature in that line must make a DC 15 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.","Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 15 Strength saving throw. On a failed save, the creature is pushed 40 feet away from the dragon.",,,,,,,,,
317,Young Copper Dragon,Large,Dragon,chaotic good,17,119,19,4,12,1,17,3,16,3,13,1,15,2,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 17","Common, Draconic",7,,+4,+6,,+4,+5,40,0,80,40,0,0,0,7,4,0,0,5,0,0,0,0,0,,Multiattack. The dragon makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: (2d10 + 4) piercing damage.","Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d6 + 4) slashing damage.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.,"Acid Breath. The dragon exhales acid in an 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 40 (9d8) acid damage on a failed save, or half as much damage on a successful one.","Slowing Breath. The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.",,,,,,,,,
318,Young Gold Dragon,Large,Dragon,lawful good,18,178,23,6,14,2,21,5,16,3,13,1,20,5,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 19","Common, Draconic",10,,+6,+9,,+5,+9,40,40,80,0,0,0,0,9,6,9,5,0,0,0,0,0,0,Amphibious. The dragon can breathe air and water.,Multiattack. The dragon makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: (2d10 + 6) piercing damage.","Claw. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: (2d6 + 6) slashing damage.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.,"Fire Breath. The dragon exhales fire in a 30-foot cone. Each creature in that area must make a DC 17 Dexterity saving throw, taking 55 (10d10) fire damage on a failed save, or half as much damage on a successful one.","Weakening Breath. The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 17 Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,,,,
319,Young Green Dragon,Large,Dragon,lawful evil,18,136,19,4,12,1,17,3,16,3,13,1,15,2,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 17","Common, Draconic",8,,+4,+6,,+4,+5,40,40,80,0,0,0,0,7,4,0,0,5,0,0,0,0,0,Amphibious. The dragon can breathe air and water.,Multiattack. The dragon makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: (2d10 + 4) piercing damage plus (2d6)poison damage.","Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d6 + 4) slashing damage.","Poison Breath (Recharge 5-6). The dragon exhales poisonous gas in a 30-foot cone. Each creature in that area must make a DC 14 Constitution saving throw, taking 42 (12d6) poison damage on a failed save, or half as much damage on a successful one.",,,,,,,,,,,
320,Young Red Dragon,Large,Dragon,chaotic evil,18,178,23,6,10,0,21,5,14,2,11,0,19,4,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 18","Common, Draconic",10,,+4,+9,,+4,+8,40,0,80,40,0,0,0,8,4,0,0,0,0,0,0,0,0,,Multiattack. The dragon makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: (2d10 + 6) piercing damage plus (1d6)fire damage.","Claw. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: (2d6 + 6) slashing damage.","Fire Breath (Recharge 5-6). The dragon exhales fire in a 30-foot cone. Each creature in that area must make a DC 17 Dexterity saving throw, taking 56 (16d6) fire damage on a failed save, or half as much damage on a successful one.",,,,,,,,,,,
321,Young Silver Dragon,Large,Dragon,lawful good,18,168,23,6,10,0,21,5,14,2,11,0,19,4,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 18","Common, Draconic",9,,+4,+9,,+4,+8,40,0,80,0,0,0,6,8,4,0,0,0,6,0,0,0,0,,Multiattack. The dragon makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: (2d10 + 6) piercing damage.","Claw. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: (2d6 + 6) slashing damage.",Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.,"Cold Breath. The dragon exhales an icy blast in a 30-foot cone. Each creature in that area must make a DC 17 Constitution saving throw, taking 54 (12d8) cold damage on a failed save, or half as much damage on a successful one.","Paralyzing Breath. The dragon exhales paralyzing gas in a 30-foot cone. Each creature in that area must succeed on a DC 17 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,,,,
